,0
0,26.199999
1,26.199999
2,26.23
3,26.51
4,26.68
5,26.59
6,26.5
7,26.46
8,26.33
9,26.3
10,26.47
11,26.56
12,26.65
13,26.439999
14,26.349998
15,26.31
16,26.24
17,26.14
18,26.14
19,26.09
20,26.14
21,26.189999
22,26.189999
23,26.59
24,26.56
25,26.55
26,26.32
27,26.369999
28,26.39
29,26.41
30,26.359999
31,26.369999
32,26.38
33,26.369999
34,26.43
35,26.56
36,26.769999
37,26.76
38,26.68
39,26.39
40,26.64
41,26.779999
42,26.67
43,26.74
44,26.75
45,26.4
46,26.199999
47,26.279999
48,26.01
49,25.97
50,26.01
51,26.01
52,25.99
53,26.0
54,26.029999
55,26.08
56,26.09
57,26.349998
58,26.279999
59,26.16
60,26.08
61,26.099998
62,26.17
63,26.15
64,26.34
65,26.359999
66,26.05
67,26.13
68,26.33
69,26.38
70,26.16
71,26.14
72,26.08
73,26.16
74,26.24
75,26.199999
76,26.17
77,26.279999
78,26.349998
79,26.33
80,26.46
81,26.609999
82,26.68
83,26.619999
84,26.47
85,26.16
86,26.32
87,26.43
88,26.369999
89,26.38
90,26.609999
91,26.68
92,26.91
93,26.939999
94,26.98
95,26.89
96,26.849998
97,26.779999
98,26.73
99,26.529999
100,26.76
101,26.76
102,26.4
103,26.38
104,26.4
105,26.939999
106,27.189999
107,27.21
108,27.439999
109,27.3
110,27.33
111,27.24
112,27.32
113,27.24
114,27.33
115,27.38
116,27.71
117,27.56
118,27.58
119,27.55
120,27.48
121,27.349998
122,27.349998
123,27.42
124,27.359999
125,27.39
126,27.279999
127,27.349998
128,27.25
129,27.31
130,27.279999
131,27.779999
132,27.81
133,27.789999
134,27.68
135,27.869999
136,28.01
137,28.3
138,28.39
139,28.22
140,28.099998
141,28.15
142,27.91
143,27.9
144,27.64
145,27.66
146,27.699999
147,27.63
148,27.539999
149,27.58
150,27.65
151,28.279999
152,28.33
153,28.41
154,28.279999
155,28.199999
156,27.91
157,27.9
158,27.9
159,27.92
160,28.09
161,28.42
162,28.64
163,28.66
164,28.5
165,28.47
166,28.269999
167,27.859999
168,27.18
169,27.33
170,27.449999
171,27.48
172,27.49
173,27.789999
174,28.32
175,28.38
176,27.71
177,27.529999
178,27.56
179,27.76
180,27.64
181,27.66
182,27.66
183,27.849998
184,27.74
185,27.71
186,27.72
187,27.48
188,27.529999
189,27.849998
190,28.119999
191,28.16
192,28.189999
193,28.17
194,27.73
195,27.539999
196,27.4
197,27.32
198,27.47
199,27.5
200,27.529999
201,28.019999
202,27.98
203,27.99
204,27.88
205,27.76
206,27.65
207,27.3
208,27.25
209,27.189999
210,27.269999
211,27.609999
212,27.939999
213,27.939999
214,27.93
215,27.8
216,27.8
217,28.029999
218,27.769999
219,27.789999
220,27.849998
221,27.81
222,28.14
223,28.539999
224,28.539999
225,28.49
226,28.439999
227,28.289999
228,28.05
229,27.97
230,28.13
231,28.029999
232,27.64
233,27.81
234,27.63
235,27.76
236,27.91
237,27.869999
238,27.67
239,27.82
240,27.84
241,27.93
242,27.9
243,27.96
244,28.349998
245,28.47
246,28.599998
247,28.609999
248,28.439999
249,28.51
250,28.42
251,28.359999
252,28.34
253,27.769999
254,27.72
255,28.46
256,28.58
257,28.67
258,28.88
259,28.93
260,28.949999
261,28.849998
262,28.56
263,28.619999
264,28.65
265,28.98
266,29.16
267,29.24
268,29.099998
269,28.96
270,28.83
271,28.699999
272,28.699999
273,28.71
274,29.019999
275,28.99
276,28.97
277,28.42
278,28.849998
279,28.63
280,28.359999
281,28.39
282,28.49
283,28.57
284,28.439999
285,28.369999
286,28.369999
287,28.42
288,28.369999
289,28.88
290,29.01
291,28.91
292,28.8
293,28.609999
294,28.73
295,28.65
296,28.5
297,28.33
298,28.279999
299,28.23
300,28.14
301,28.15
302,28.01
303,27.769999
304,27.46
305,27.619999
306,28.01
307,28.06
308,28.109999
309,28.38
310,28.38
311,28.369999
312,28.63
313,28.55
314,28.58
315,28.33
316,28.34
317,28.269999
318,28.39
319,28.23
320,28.17
321,28.0
322,27.849998
323,27.38
324,27.13
325,27.859999
326,28.019999
327,28.14
328,28.22
329,28.189999
330,28.24
331,28.26
332,28.32
333,28.189999
334,27.939999
335,27.98
336,27.92
337,27.84
338,27.779999
339,27.76
340,27.789999
341,27.769999
342,27.89
343,27.89
344,27.9
345,27.71
346,27.73
347,27.519999
348,27.39
349,27.49
350,27.63
351,27.67
352,27.619999
353,27.64
354,27.56
355,27.58
356,27.58
357,27.67
358,27.65
359,27.65
360,27.599998
361,27.59
362,27.58
363,27.48
364,27.109999
365,27.07
366,26.939999
367,26.98
368,27.01
369,27.019999
370,27.07
371,27.019999
372,27.01
373,27.019999
374,26.92
375,26.81
376,26.68
377,26.84
378,26.869999
379,26.9
380,26.9
381,26.98
382,26.9
383,26.939999
384,27.05
385,27.13
386,27.18
387,27.869999
388,27.98
389,27.92
390,27.23
391,27.74
392,27.48
393,27.13
394,26.98
395,27.15
396,27.119999
397,26.88
398,26.56
399,26.3
400,26.369999
401,26.5
402,26.39
403,26.21
404,26.41
405,26.67
406,26.88
407,26.59
408,26.41
409,26.289999
410,26.22
411,26.099998
412,25.99
413,25.9
414,25.9
415,25.849998
416,26.14
417,26.22
418,26.269999
419,26.39
420,26.32
421,26.05
422,25.849998
423,25.76
424,25.689999
425,25.63
426,25.46
427,25.38
428,25.97
429,26.49
430,26.51
431,26.23
432,26.17
433,25.689999
434,25.74
435,25.779999
436,25.89
437,25.939999
438,25.98
439,26.23
440,26.599998
441,26.73
442,26.55
443,26.22
444,26.26
445,26.18
446,26.15
447,26.279999
448,26.39
449,26.3
450,26.31
451,26.41
452,26.49
453,26.58
454,26.13
455,26.34
456,26.76
457,26.81
