,0
0,26.47
1,26.5
2,26.439999
3,26.369999
4,26.34
5,26.33
6,26.3
7,26.289999
8,26.23
9,26.23
10,26.199999
11,26.24
12,26.26
13,26.359999
14,26.289999
15,26.17
16,26.01
17,25.97
18,25.949999
19,25.91
20,25.789999
21,25.779999
22,25.84
23,25.81
24,25.81
25,25.83
26,25.9
27,25.9
28,25.599998
29,25.449999
30,25.439999
31,25.49
32,25.5
33,25.49
34,25.51
35,25.619999
36,25.68
37,25.699999
38,25.92
39,26.019999
40,25.91
41,25.89
42,25.849998
43,25.43
44,25.449999
45,25.47
46,25.38
47,25.46
48,25.539999
49,25.56
50,25.55
51,25.64
52,25.64
53,25.63
54,25.63
55,25.74
56,25.81
57,25.65
58,25.609999
59,25.55
60,25.5
61,25.51
62,25.5
63,25.279999
64,25.42
65,25.65
66,25.73
67,25.849998
68,25.779999
69,25.71
70,25.31
71,25.39
72,25.46
73,25.609999
74,25.599998
75,25.539999
76,25.51
77,25.519999
78,25.529999
79,25.43
80,25.43
81,25.49
82,25.67
83,25.76
84,25.82
85,25.56
86,25.72
87,25.92
88,25.939999
89,25.96
90,25.96
91,25.98
92,26.0
93,25.91
94,25.93
95,26.08
96,26.06
97,26.15
98,26.21
99,26.269999
100,26.25
101,26.18
102,26.099998
103,26.09
104,26.08
105,25.99
106,25.939999
107,25.96
108,26.07
109,26.119999
110,26.099998
111,26.349998
112,26.39
113,26.349998
114,25.91
115,25.88
116,26.029999
117,26.42
118,26.65
119,26.63
120,26.539999
121,26.59
122,26.81
123,26.869999
124,26.83
125,26.699999
126,26.519999
127,26.58
128,26.55
129,26.609999
130,26.81
131,26.82
132,26.779999
133,26.869999
134,26.98
135,27.14
136,27.22
137,27.199999
138,26.96
139,27.019999
140,27.34
141,27.48
142,27.93
143,28.13
144,28.199999
145,28.24
146,27.83
147,27.67
148,27.63
149,27.71
150,27.34
151,27.099998
152,27.279999
153,27.4
154,27.439999
155,26.89
156,26.89
157,26.84
158,26.789999
159,26.789999
160,27.029999
161,27.119999
162,27.34
163,27.32
164,26.949999
165,27.269999
166,27.18
167,27.22
168,27.029999
169,27.24
170,27.3
171,27.31
172,26.83
173,26.75
174,27.08
175,27.31
176,27.449999
177,27.32
178,27.029999
179,26.779999
180,27.099998
181,27.47
182,27.349998
183,27.64
184,27.59
185,27.439999
186,27.449999
187,27.43
188,27.349998
189,26.98
190,27.73
191,27.65
192,27.67
193,27.609999
194,27.51
195,27.32
196,27.32
197,27.779999
198,27.91
199,27.92
200,27.83
201,27.46
202,27.93
203,27.939999
204,28.31
205,27.8
206,27.76
207,27.49
208,28.22
209,28.349998
210,28.42
211,27.71
212,27.849998
213,28.029999
214,28.21
215,28.199999
216,28.019999
217,28.109999
218,28.109999
219,28.16
220,28.01
221,28.09
222,28.07
223,28.189999
224,28.369999
225,28.189999
226,28.26
227,28.269999
228,28.23
229,28.43
230,28.48
231,28.56
232,28.689999
233,28.689999
234,28.71
235,28.43
236,28.199999
237,28.21
238,28.349998
239,28.49
240,28.5
241,28.449999
242,28.699999
243,28.859999
244,28.9
245,28.82
246,28.66
247,28.609999
248,28.609999
249,28.71
250,28.71
251,28.849998
252,28.84
253,28.699999
254,28.369999
255,28.029999
256,27.75
257,28.119999
258,28.51
259,28.58
260,28.869999
261,28.539999
262,28.22
263,28.43
264,28.59
265,28.8
266,28.84
267,29.22
268,29.109999
269,28.73
270,28.74
271,28.8
272,28.859999
273,28.849998
274,28.849998
275,29.119999
276,29.05
277,28.949999
278,28.82
279,28.8
280,28.869999
281,28.91
282,28.75
283,28.96
284,28.8
285,28.57
286,28.619999
287,28.59
288,28.68
289,28.74
290,28.71
291,28.64
292,28.81
293,28.81
294,28.449999
295,28.5
296,28.699999
297,28.689999
298,28.51
299,28.689999
300,28.63
301,28.67
302,28.449999
303,28.49
304,28.42
305,28.58
306,28.56
307,28.439999
308,28.23
309,28.21
310,28.199999
311,28.109999
312,28.14
313,28.15
314,28.619999
315,28.56
316,28.49
317,28.43
318,28.33
319,28.289999
320,28.25
321,28.16
322,28.17
323,28.16
324,27.939999
325,28.07
326,28.07
327,28.07
328,28.039999
329,27.93
330,27.9
331,27.74
332,27.68
333,27.599998
334,27.83
335,27.789999
336,27.66
337,27.599998
338,27.55
339,27.55
340,27.43
341,27.4
342,27.38
343,27.32
344,27.21
345,27.18
346,27.119999
347,27.08
348,26.99
349,26.91
350,26.789999
351,26.769999
352,26.73
353,26.82
354,26.849998
355,26.939999
356,26.84
357,26.72
358,26.439999
359,26.41
360,26.41
361,26.43
362,26.31
363,26.269999
364,26.34
365,26.58
366,26.41
367,26.33
368,26.289999
369,26.519999
370,26.55
371,26.529999
372,26.34
373,26.33
374,26.279999
375,26.26
376,26.3
377,26.349998
378,26.39
379,26.21
380,26.14
381,26.0
382,26.05
383,26.4
384,26.42
385,26.33
386,26.369999
387,26.49
388,26.46
389,26.55
390,26.599998
391,26.68
392,26.48
393,26.109999
394,25.939999
395,25.949999
396,25.96
397,26.099998
398,25.98
399,26.09
400,26.0
401,26.0
402,25.89
403,25.96
404,25.789999
405,25.81
406,25.8
407,25.72
408,25.66
409,25.609999
410,25.609999
411,25.449999
412,25.42
413,25.3
414,25.34
415,25.369999
416,25.47
417,25.599998
418,25.539999
419,25.519999
420,25.46
421,25.43
422,25.42
423,25.449999
424,25.519999
425,25.68
426,25.55
427,25.5
428,25.519999
429,25.57
430,25.74
431,25.92
432,25.779999
433,25.66
434,25.66
435,25.539999
436,25.529999
437,25.56
438,25.59
439,25.76
440,25.73
441,25.74
442,25.699999
443,25.67
444,25.75
445,25.59
446,25.56
447,25.51
448,25.439999
449,25.519999
450,25.67
451,25.619999
452,25.689999
453,25.92
454,26.0
455,26.0
456,25.99
457,26.109999
458,26.08
459,26.3
460,26.3
461,25.84
462,25.769999
463,25.689999
464,25.67
465,25.49
466,25.59
467,25.699999
468,25.8
469,25.84
470,25.88
471,25.949999
472,26.019999
473,26.14
474,26.289999
475,26.369999
476,26.369999
477,26.46
478,26.56
479,26.49
480,26.41
481,26.359999
482,26.359999
483,26.349998
484,26.21
485,26.09
486,25.869999
487,25.92
488,25.98
489,26.099998
490,26.55
491,26.619999
492,26.619999
493,26.789999
494,26.68
495,26.99
496,27.0
497,27.08
498,27.109999
499,27.279999
500,27.08
501,26.96
502,26.91
503,27.09
504,27.16
505,27.359999
506,27.42
507,27.359999
508,27.609999
509,27.539999
510,27.599998
511,27.539999
512,27.38
513,27.22
514,27.13
515,27.3
516,27.349998
517,27.41
518,27.359999
519,27.68
520,27.779999
521,27.689999
522,27.56
523,27.4
524,27.289999
525,27.23
526,26.939999
527,27.0
528,27.539999
529,27.609999
530,27.63
531,27.58
532,27.57
533,27.56
534,27.66
535,27.73
536,27.73
537,27.59
538,27.48
539,27.779999
540,27.75
541,27.529999
542,27.58
543,27.57
544,27.609999
545,27.43
546,27.51
547,27.51
548,27.4
549,28.14
550,28.06
551,28.119999
552,28.08
553,27.91
554,27.699999
555,27.75
556,28.18
557,28.13
558,27.279999
559,27.73
560,27.949999
561,28.21
562,28.09
563,27.98
564,28.05
565,28.14
566,28.01
567,28.22
568,28.369999
569,28.539999
570,28.48
571,28.439999
572,28.349998
573,28.33
574,28.42
575,28.029999
576,27.91
577,28.24
578,28.24
579,28.33
580,28.33
581,28.369999
582,28.369999
583,28.4
584,28.38
585,28.74
586,28.83
587,28.81
588,28.68
589,28.34
590,28.39
591,28.689999
592,28.81
593,28.84
594,28.9
595,28.89
596,28.849998
597,28.82
598,28.73
599,28.32
600,28.07
601,28.5
602,28.619999
603,28.689999
604,28.769999
605,28.609999
606,28.47
607,28.47
608,28.619999
609,28.66
610,28.699999
611,28.67
612,28.76
613,28.84
614,29.179998
615,29.21
616,29.189999
617,29.05
618,29.109999
619,29.14
620,29.17
621,29.16
622,29.25
623,29.26
624,29.31
625,28.76
626,28.529999
627,28.71
628,29.07
629,29.269999
630,29.289999
631,29.31
632,29.34
633,29.24
634,29.179998
635,29.16
636,28.949999
637,28.76
638,28.609999
639,28.68
640,28.5
641,28.619999
642,28.59
643,28.73
644,28.439999
645,28.55
646,28.66
647,28.789999
648,29.019999
649,28.949999
650,29.06
651,28.98
652,28.91
653,28.83
654,28.349998
655,28.23
656,28.189999
657,28.3
658,28.43
659,28.519999
660,28.4
661,28.41
662,28.16
663,28.23
664,28.51
665,28.65
666,28.619999
667,28.66
668,28.539999
669,28.5
670,28.42
671,28.41
672,28.42
673,28.4
674,27.599998
675,27.619999
676,27.439999
677,27.439999
678,27.539999
679,27.789999
680,27.74
681,27.779999
682,27.91
683,27.939999
684,28.23
685,28.18
686,28.15
687,28.24
688,28.369999
689,28.619999
690,28.359999
691,28.3
692,28.289999
693,28.34
694,28.279999
695,28.15
696,28.029999
697,28.09
698,28.24
699,28.38
700,28.099998
701,28.15
702,28.17
703,28.23
704,28.15
705,28.01
706,27.949999
707,27.949999
708,27.949999
709,27.92
710,27.99
711,28.0
712,27.98
713,27.9
714,27.74
715,27.47
716,27.32
717,27.26
718,27.21
719,27.099998
720,27.06
721,27.0
722,27.13
723,27.18
724,27.189999
725,27.17
726,27.16
727,27.109999
728,27.15
729,27.099998
730,27.01
731,26.96
732,27.08
733,27.119999
